,FarmID,Date,Day_avg_Temp_C,Day_max_Temp_C,Day_min_Temp_C,Day_less_5_Temp_C,Day_less_13_Temp_C,Day_more_30_Temp_C,Day_more_35_Temp_C,Day_15_25_Temp_C,Day_18_25_Temp_C,Day_18_30_Temp_C,Day_avg_RH,Day_max_RH,Day_min_RH,Day_more_95_RH,Day_70_85_RH,Day_70_95_RH,Day_sum_Rain,Day_more_0_Rain,Night_avg_Temp_C,Night_max_Temp_C,Night_min_Temp_C,Night_less_5_Temp_C,Night_less_13_Temp_C,Night_more_30_Temp_C,Night_more_35_Temp_C,Night_between_15_25_Temp_C,Night_between_18_25_Temp_C,Night_between_18_30_Temp_C,Night_avg_RH,Night_max_RH,Night_min_RH,Night_more_95_RH,Night_between_70_85_RH,Night_between_70_95_RH,Night_sum_Rain,Night_more_0_Rain,Quot_avg_Temp_C,Quot_max_Temp_C,Quot_min_Temp_C,Quot_less_5_Temp_C,Quot_less_13_Temp_C,Quot_more_30_Temp_C,Quot_more_35_Temp_C,Quot_between_15_25_Temp_C,Quot_between_18_25_Temp_C,Quot_between_18_30_Temp_C,Quot_avg_RH,Quot_max_RH,Quot_min_RH,Quot_more_95_RH,Quot_between_70_85_RH,Quot_between_70_95_RH,Quot_avg_DewPoint_C,Quot_avg_SolarRadiation_W_m2,Quot_sum_Rain,Quot_more_0_Rain,Quot_sum_FeuillageMouille,Quot_avg_WindSpeed_m_s,Quot_avg_GustSpeed_m_s,Quot_max_GustSpeed_m_s,Quot_avg_WindDirection,DegresJoursQuot,DegresJourCumSum,Rolling_Quot_temp_mean_3D,Rolling_Quot_Temp_max_3D,Rolling_Quot_Temp_min_3D,Rolling_Quot_less_5_Temp_C_3D,Rolling_Quot_less_13_Temp_C_3D,Rolling_Quot_more_30_Temp_C_3D,Rolling_Quot_more_35_Temp_C_3D,Rolling_Quot_between_15_25_Temp_C_3D,Rolling_Quot_between_18_25_Temp_C_3D,Rolling_Quot_between_18_30_Temp_C_3D,Rolling_Quot_RH_mean_3D,Rolling_Quot_RH_min_3D,Rolling_Quot_RH_max_3D,Rolling_Quot_DewPoint_sum_3D,Rolling_Quot_SolarRadiation_sum_3D,Rolling_Quot_SolarRadiation_mean_3D,Rolling_Quot_Rain_sum_3D,Rolling_Quot_Rain_mean_3D,Rolling_Quot_more_0_Rain_3D,Rolling_Quot_WindSpeed_mean_3D,Rolling_Quot_GustSpeed_mean_3D,Rolling_DegresJours_sum_3D,Rolling_Quot_temp_mean_6D,Rolling_Quot_Temp_max_6D,Rolling_Quot_Temp_min_6D,Rolling_Quot_less_5_Temp_C_6D,Rolling_Quot_less_13_Temp_C_6D,Rolling_Quot_more_30_Temp_C_6D,Rolling_Quot_more_35_Temp_C_6D,Rolling_Quot_between_15_25_Temp_C_6D,Rolling_Quot_between_18_25_Temp_C_6D,Rolling_Quot_between_18_30_Temp_C_6D,Rolling_Quot_RH_mean_6D,Rolling_Quot_RH_min_6D,Rolling_Quot_RH_max_6D,Rolling_Quot_DewPoint_sum_6D,Rolling_Quot_SolarRadiation_sum_6D,Rolling_Quot_SolarRadiation_mean_6D,Rolling_Quot_Rain_sum_6D,Rolling_Quot_Rain_mean_6D,Rolling_Quot_more_0_Rain_6D,Rolling_Quot_WindSpeed_mean_6D,Rolling_Quot_GustSpeed_mean_6D,Rolling_DegresJours_sum_6D,Rolling_Quot_temp_mean_14D,Rolling_Quot_Temp_max_14D,Rolling_Quot_Temp_min_14D,Rolling_Quot_less_5_Temp_C_14D,Rolling_Quot_less_13_Temp_C_14D,Rolling_Quot_more_30_Temp_C_14D,Rolling_Quot_more_35_Temp_C_14D,Rolling_Quot_between_15_25_Temp_C_14D,Rolling_Quot_between_18_25_Temp_C_14D,Rolling_Quot_between_18_30_Temp_C_14D,Rolling_Quot_RH_mean_14D,Rolling_Quot_RH_min_14D,Rolling_Quot_RH_max_14D,Rolling_Quot_DewPoint_sum_14D,Rolling_Quot_SolarRadiation_sum_14D,Rolling_Quot_SolarRadiation_mean_14D,Rolling_Quot_Rain_sum_14D,Rolling_Quot_Rain_mean_14D,Rolling_Quot_more_0_Rain_14D,Rolling_Quot_WindSpeed_mean_14D,Rolling_Quot_GustSpeed_mean_14D,Rolling_DegresJours_sum_14D
0,0,164,25.753076923076925,30.7,14.34,0,0,1,0,3,3,11,36.26923076923077,67.6,22.5,0,0,0,0.0,0,16.002727272727274,24.34,10.93,0,4,0,0,4,4,4,56.154545454545456,70.0,39.2,0,1,1,0.0,0,21.284166666666668,30.7,10.93,0,4,1,0,7,7,15,45.38333333333333,70.0,22.5,0,1,1,7.982083333333333,310.4583333333333,0.0,0,0,1.0625,3.4583333333333335,7.5,204.79166666666666,16.814999999999998,232.04000000000002,19.77555555555556,30.7,10.59,0.0,3.3333333333333335,0.3333333333333333,0.0,11.333333333333334,8.0,13.666666666666666,53.63611111111111,22.5,91.9,26.879583333333333,873.2083333333333,291.0694444444444,0.0,0.0,0.0,1.1736111111111114,3.576388888888889,46.004999999999995,21.460833333333337,30.87,7.67,0.0,2.3333333333333335,0.8333333333333334,0.0,10.833333333333334,8.333333333333334,15.833333333333334,53.413194444444436,22.5,91.9,63.52791666666666,1743.0416666666665,290.5069444444444,0.0,0.0,0.0,1.4131944444444446,4.247222222222223,100.115,20.96603519668737,34.39,7.67,0.0,2.7857142857142856,1.5714285714285714,0.0,11.714285714285714,7.428571428571429,13.571428571428571,61.70115165631471,22.5,99.7,171.4629347826087,3607.126811594203,257.65191511387167,6.4,0.4571428571428572,0.5714285714285714,1.7074922360248448,4.587448240165631,232.04
1,0,165,19.60076923076923,23.38,16.37,0,0,0,0,13,10,10,85.11538461538461,95.4,73.6,1,6,12,5.2,3,17.87909090909091,20.13,16.39,0,0,0,0,11,3,3,79.22727272727273,96.6,56.2,3,3,5,7.8,5,18.811666666666667,23.38,16.37,0,0,0,0,24,13,13,82.41666666666667,96.6,56.2,4,9,17,15.602083333333333,172.04166666666666,13.0,8,10,2.625,5.925,11.1,141.45833333333334,15.875,247.91500000000002,20.019444444444446,30.7,10.59,0.0,3.0,0.3333333333333333,0.0,13.333333333333334,8.666666666666666,14.333333333333334,61.393055555555556,22.5,96.6,32.84625,801.4999999999999,267.16666666666663,13.0,4.333333333333333,2.6666666666666665,1.618055555555556,4.454166666666667,47.934999999999995,20.069236111111113,30.87,7.67,0.0,2.3333333333333335,0.5,0.0,14.166666666666666,9.833333333333334,14.333333333333334,56.47708333333333,22.5,96.6,59.4125,1706.9583333333333,284.49305555555554,13.0,2.1666666666666665,1.3333333333333333,1.378472222222222,4.134027777777778,93.34499999999998,21.356309523809525,34.39,7.67,0.0,1.8571428571428572,1.5714285714285714,0.0,12.928571428571429,8.071428571428571,14.214285714285714,61.7389880952381,22.5,99.7,177.05458333333334,3591.125,256.50892857142856,19.4,1.3857142857142857,1.1428571428571428,1.8080357142857142,4.740476190476191,237.0
2,0,166,18.865384615384617,23.23,15.51,0,0,0,0,13,8,8,84.53076923076924,96.3,73.5,1,8,12,5.0,3,15.488181818181818,16.92,11.93,0,1,0,0,8,0,0,95.60909090909091,98.5,87.5,7,0,4,0.6,1,17.3175,23.23,11.93,0,1,0,0,21,8,8,89.60833333333333,98.5,73.5,8,8,16,15.540000000000001,145.75,5.6,4,17,1.0,3.5416666666666665,7.0,214.58333333333334,13.579999999999998,261.495,19.13777777777778,30.7,10.93,0.0,1.6666666666666667,0.3333333333333333,0.0,17.333333333333332,9.333333333333334,12.0,72.46944444444445,22.5,98.5,39.12416666666667,628.2499999999999,209.41666666666663,18.6,6.2,4.0,1.5625,4.308333333333334,46.269999999999996,18.845625000000002,30.7,7.67,0.0,2.5,0.16666666666666666,0.0,15.666666666666666,9.333333333333334,12.166666666666666,62.776388888888896,22.5,98.5,62.45791666666666,1524.625,254.10416666666666,18.6,3.1,2.0,1.246527777777778,3.8590277777777775,87.41499999999999,21.40059523809524,34.39,7.67,0.0,1.4285714285714286,1.5714285714285714,0.0,13.357142857142858,8.071428571428571,14.142857142857142,63.663095238095245,22.5,99.7,184.15625,3500.3333333333335,250.02380952380955,25.0,1.7857142857142858,1.4285714285714286,1.7485119047619047,4.6431547619047615,237.895
3,0,167,17.91,21.29,11.13,0,1,0,0,10,8,8,60.97692307692308,89.5,42.5,0,4,5,0.0,0,11.479090909090909,18.25,7.24,0,8,0,0,2,1,1,78.54545454545455,97.0,44.5,2,1,5,0.0,0,14.9625,21.29,7.24,0,9,0,0,12,9,9,69.02916666666667,97.0,42.5,2,5,10,8.671249999999999,329.4583333333333,0.0,0,7,2.5208333333333335,5.825,10.6,277.6666666666667,10.265,271.76,17.03055555555556,23.38,7.24,0.0,3.3333333333333335,0.0,0.0,19.0,10.0,10.0,80.35138888888889,42.5,98.5,39.81333333333333,647.25,215.75,18.6,6.2,4.0,2.048611111111111,5.097222222222222,39.72,18.403055555555557,30.7,7.24,0.0,3.3333333333333335,0.16666666666666666,0.0,15.166666666666666,9.0,11.833333333333334,66.99374999999999,22.5,98.5,66.69291666666666,1520.4583333333333,253.4097222222222,18.6,3.1,2.0,1.611111111111111,4.336805555555556,85.725,21.03735119047619,34.39,7.24,0.0,1.7142857142857142,1.5714285714285714,0.0,13.5,8.142857142857142,13.642857142857142,64.85029761904762,22.5,99.7,183.81875,3524.5,251.75,25.0,1.7857142857142858,1.4285714285714286,1.7916666666666667,4.713095238095238,234.095
4,0,168,21.470769230769232,24.94,13.59,0,0,0,0,12,10,10,41.361538461538466,72.3,27.4,0,1,1,0.0,0,13.483636363636363,21.68,10.34,0,7,0,0,3,2,2,64.71818181818182,76.9,32.9,0,7,7,0.0,0,17.81,24.94,10.34,0,7,0,0,15,12,12,52.06666666666666,76.9,27.4,0,8,8,6.732500000000001,348.75,0.0,0,0,2.3333333333333335,5.6000000000000005,9.6,255.41666666666666,13.64,285.4,16.696666666666665,24.94,7.24,0.0,5.666666666666667,0.0,0.0,16.0,9.666666666666666,9.666666666666666,70.23472222222222,27.4,98.5,30.943750000000005,823.9583333333333,274.65277777777777,5.6,1.8666666666666665,1.3333333333333333,1.9513888888888893,4.98888888888889,37.485,18.358055555555556,30.7,7.24,0.0,4.333333333333333,0.16666666666666666,0.0,14.666666666666666,9.166666666666666,12.0,65.81388888888888,22.5,98.5,63.79,1625.4583333333333,270.90972222222223,18.6,3.1,2.0,1.7847222222222223,4.721527777777777,85.41999999999999,21.088541666666668,34.39,7.24,0.0,2.2142857142857144,1.5714285714285714,0.0,12.857142857142858,8.642857142857142,14.142857142857142,62.007440476190474,22.5,99.7,174.81583333333333,3808.041666666667,272.0029761904762,18.6,1.3285714285714287,0.8571428571428571,1.78125,4.749702380952381,234.56
5,0,169,21.286153846153848,23.81,16.75,0,0,0,0,13,12,12,57.29230769230769,84.8,48.4,0,1,1,2.8,1,14.553636363636365,17.87,11.93,0,4,0,0,4,0,0,78.76363636363637,96.7,65.5,3,4,5,9.0,3,18.200416666666666,23.81,11.93,0,4,0,0,17,12,12,67.13333333333334,96.7,48.4,3,5,6,11.619166666666667,171.70833333333334,11.8,4,5,2.3541666666666665,5.170833333333333,8.6,154.29166666666666,13.869999999999997,299.27,16.990972222222222,24.94,7.24,0.0,6.666666666666667,0.0,0.0,14.666666666666666,11.0,11.0,62.743055555555564,27.4,97.0,27.022916666666667,849.9166666666666,283.30555555555554,11.8,3.9333333333333336,1.3333333333333333,2.402777777777778,5.531944444444444,37.775,18.064375000000002,30.7,7.24,0.0,4.166666666666667,0.16666666666666666,0.0,16.0,10.166666666666666,11.5,67.60625,22.5,98.5,66.14708333333334,1478.1666666666665,246.3611111111111,30.4,5.066666666666666,2.6666666666666665,1.982638888888889,4.920138888888889,84.045,20.87285714285714,34.39,7.24,0.0,2.5,1.5714285714285714,0.0,13.214285714285714,8.928571428571429,13.857142857142858,61.523809523809526,22.5,98.5,170.875,3697.5,264.10714285714283,30.400000000000002,2.1714285714285717,1.1428571428571428,1.8482142857142858,4.837202380952381,231.34499999999997
6,0,170,24.395384615384614,25.94,19.25,0,0,0,0,7,7,13,60.646153846153844,96.0,42.2,1,1,2,0.0,0,17.42818181818182,22.13,14.46,0,0,0,0,9,2,2,86.60000000000001,97.1,51.7,4,1,5,3.6,1,21.202083333333334,25.94,14.46,0,0,0,0,16,9,15,72.54166666666667,97.1,42.2,5,2,7,15.362083333333333,303.7083333333333,3.6,1,11,2.8541666666666665,6.641666666666667,14.1,234.125,16.200000000000003,315.46999999999997,19.070833333333336,25.94,10.34,0.0,3.6666666666666665,0.0,0.0,16.0,11.0,13.0,63.91388888888889,27.4,97.1,33.713750000000005,824.1666666666666,274.72222222222223,15.4,5.133333333333334,1.6666666666666667,2.513888888888889,5.804166666666667,43.71,18.050694444444446,25.94,7.24,0.0,3.5,0.0,0.0,17.5,10.5,11.5,72.13263888888889,27.4,98.5,73.52708333333334,1471.4166666666665,245.2361111111111,34.0,5.666666666666667,2.8333333333333335,2.28125,5.450694444444444,83.43,20.81458333333333,34.39,7.24,0.0,2.5,1.5714285714285714,0.0,13.214285714285714,8.857142857142858,13.642857142857142,61.66160714285714,22.5,98.5,170.02416666666667,3829.9166666666665,273.5654761904762,34.0,2.4285714285714284,1.2142857142857142,1.8928571428571428,4.938988095238096,228.65
7,0,171,25.72846153846154,29.36,18.79,0,0,0,0,5,5,13,59.44615384615384,91.4,43.3,0,3,4,0.0,0,16.79,24.9,12.17,0,1,0,0,7,3,3,82.73636363636363,92.3,55.4,0,2,9,0.0,0,21.631666666666664,29.36,12.17,0,1,0,0,12,8,16,70.12083333333334,92.3,43.3,0,5,13,15.287916666666668,333.375,0.0,0,9,1.1875,3.6041666666666665,6.5,252.54166666666666,16.765,332.23499999999996,20.34472222222222,29.36,11.93,0.0,1.6666666666666667,0.0,0.0,15.0,9.666666666666666,14.333333333333334,69.93194444444445,42.2,97.1,42.26916666666667,808.7916666666666,269.59722222222223,15.4,5.133333333333334,1.6666666666666667,2.1319444444444446,5.138888888888888,46.835,18.520694444444445,29.36,7.24,0.0,3.6666666666666665,0.0,0.0,15.5,9.666666666666666,12.0,70.08333333333333,27.4,98.5,73.21291666666667,1632.75,272.125,21.0,3.5,1.5,2.0416666666666665,5.063888888888889,84.32000000000001,20.505238095238095,34.39,7.24,0.0,2.5714285714285716,1.0714285714285714,0.0,13.428571428571429,9.071428571428571,13.857142857142858,62.30595238095238,22.5,98.5,168.52625,3859.25,275.6607142857143,34.0,2.4285714285714284,1.2142857142857142,1.851190476190476,4.852083333333333,223.88
8,0,172,24.185384615384617,30.17,18.84,0,0,1,0,7,7,12,85.57692307692308,96.2,71.6,1,6,12,18.4,5,19.64727272727273,24.17,16.92,0,0,0,0,11,6,6,90.38181818181819,94.7,85.2,0,0,11,0.0,0,22.105416666666667,30.17,16.92,0,0,1,0,18,13,18,87.77916666666665,96.2,71.6,1,6,23,19.955416666666668,164.75,18.4,5,17,2.1666666666666665,5.45,15.1,154.5,19.545,351.78,21.64638888888889,30.17,12.17,0.0,0.3333333333333333,0.3333333333333333,0.0,15.333333333333334,10.0,16.333333333333332,76.81388888888888,42.2,97.1,50.60541666666667,801.8333333333333,267.27777777777777,22.0,7.333333333333333,2.0,2.0694444444444446,5.231944444444444,52.510000000000005,19.318680555555556,30.17,7.24,0.0,3.5,0.16666666666666666,0.0,15.0,10.5,13.666666666666666,69.77847222222222,27.4,97.1,77.62833333333333,1651.75,275.2916666666667,33.8,5.633333333333333,1.6666666666666667,2.236111111111111,5.3819444444444455,90.28500000000001,20.057589285714283,30.87,7.24,0.0,2.5714285714285716,0.42857142857142855,0.0,14.285714285714286,9.571428571428571,14.142857142857142,65.08392857142857,22.5,98.5,172.29833333333335,3712.5833333333335,265.1845238095238,52.4,3.742857142857143,1.5714285714285714,1.8229166666666665,4.802976190476191,219.855
9,0,173,15.093076923076923,16.06,13.31,0,0,0,0,7,0,0,77.96923076923078,86.7,72.0,0,11,13,0.0,0,17.296363636363637,21.96,9.83,0,3,0,0,7,6,6,83.2090909090909,94.4,72.2,0,8,11,0.0,0,16.10291666666667,21.96,9.83,0,3,0,0,14,6,6,80.37083333333334,94.4,72.0,0,19,24,12.714166666666666,149.66666666666666,0.0,0,2,2.9375,6.2625,9.1,264.25,11.895,363.67499999999995,19.946666666666665,30.17,9.83,0.0,1.3333333333333333,0.3333333333333333,0.0,14.666666666666666,9.0,13.333333333333334,79.4236111111111,43.3,96.2,47.9575,647.7916666666666,215.93055555555554,18.4,6.133333333333333,1.6666666666666667,2.0972222222222223,5.105555555555555,48.205,19.508750000000003,30.17,9.83,0.0,2.5,0.16666666666666666,0.0,15.333333333333334,10.0,13.166666666666666,71.66875,27.4,97.1,81.67125,1471.9583333333333,245.32638888888889,33.8,5.633333333333333,1.6666666666666667,2.305555555555556,5.454861111111111,91.915,19.267708333333335,30.87,7.24,0.0,2.7857142857142856,0.2857142857142857,0.0,15.0,9.714285714285714,13.0,66.25089285714286,22.5,98.5,165.29500000000002,3654.125,261.00892857142856,52.4,3.742857142857143,1.5714285714285714,1.8303571428571428,4.778571428571429,209.10500000000002
